Facility ID,Facility Name,Address,City/Town,State_x,ZIP Code_x,County/Parish_x,Telephone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date,Score_raw,op18b_missing,la_county_facility_match,County/Parish_y,Hospital Type,Hospital Ownership,ZIP Code_y,State_y,ZIP,median_income
050739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,(310) 673-4660,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",202.0,335,,07/01/2024,06/30/2025,202,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90301,CA,90301,65806.0
050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90292,LOS ANGELES,(310) 823-8911,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",180.0,469,,07/01/2024,06/30/2025,180,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90292,CA,90292,146167.0
050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,(818) 981-7111,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",153.0,328,,07/01/2024,06/30/2025,153,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91403,CA,91403,116170.0
050761,PROVIDENCE CEDARS SINAI TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,(818) 881-0800,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",155.0,365,,07/01/2024,06/30/2025,155,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91356,CA,91356,107378.0
050763,L A DOWNTOWN MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,(213) 989-6123,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90026,CA,90026,87334.0
050771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,(562) 868-3751,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",154.0,329,,07/01/2024,06/30/2025,154,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90650,CA,90650,100085.0
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",330.0,156,,07/01/2024,06/30/2025,330,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90806,CA,90806,79208.0
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,(424) 835-6808,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",153.0,1411,,07/01/2024,06/30/2025,153,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,90059,CA,90059,56152.0
050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91767,CA,91767,79245.0
050785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Physician,90036,CA,90036,109785.0
051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Critical Access Hospitals,Voluntary non-profit - Private,90704,CA,90704,105139.0
053302,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD, MS 108",LOS ANGELES,CA,90027,LOS ANGELES,(323) 669-2164,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,19,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Childrens,Voluntary non-profit - Private,90027,CA,90027,94521.0
053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-8001,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,19,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Childrens,Voluntary non-profit - Other,90806,CA,90806,79208.0
